"JACKSON PROPERTIES, INC.",,,,,Summarized Commercial Rent Roll,,,,,,,,,,Page 1
,,,,,,,,,,,,04-01-29,"27,259",,
,,,,,,,,,,,,04-01-30,"34,074",,
310,020NEL003-01,Nelson Staffing,"4,458",,FS,"11,145.00",2.50,,,02-01-16,07-31-26,,,Renew/Extension,
,,,,,,,,,,,,,,Relocation,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,06-01-21,"10,922",,
,,,,,,,,,,,,06-01-22,"11,195",,
,,,,,,,,,,,,06-01-23,"11,475",,
,,,,,,,,,,,,06-01-24,"11,762",,
,,,,,,,,,,,,06-01-25,"12,056",,
,,,,,,,,,,,,08-01-26,"18,084",,
320,VACANT,Since 3-13-2020,"4,796",,,,,,,,,,,Termination,
,,,,,,,,,,,,,,Holdover,
CONFVACANT,,Since,,294,,,,,,,,,,,
GYM VACANT,,Since,,309,,,,,,,,,,,
Property 020-05-01 Summary Totals:,,,"53,461","7,438",,"76,135.48",,517.40,.00,,,,,,.00
Park Totals:,,,"53,461","7,438",,"76,135.48",,517.40,.00,,,,,,.00

"JACKSON PROPERTIES, INC.",,,,,Summarized Commercial Rent Roll,,,,,,,,,,Page 6
,,,,,Property Management Version,,,,,,,,,System Date: 02-11-2021,
,,,,,,,,,,,,,,System Time:,9:55 am
,,,,,,Date:,02-01-2021,,,,,,,,
,,,,,,Property: 020-07 9245 Laguna Springs Drive,,,,,,,,,
,,,,,,,"Elk Grove, CA 95758",,,,,,,,
,,,,Office,Lease,Monthly,Rent,NNN/,Other,Lease,Lease,-----Next Increase----,,Option,HVAC
Unit,Lease ID,Tenant,Sq. Ft,Sq. Ft.,Type,Rent,Sq/ft,OPEX,Charges,Starts,Expires,Date,Amount,Type,Charges
9245 Laguna Springs Drive,,,,,,,,,,,,,,,
100,020PRI007-01,Principal Life Insurance Co.,"3,268",,FS,"8,333.00",2.55,48.52,,02-01-13,06-30-21,,,Renew/Extension,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,07-01-21,"10,416",,
110,020OLD006-01,Old Republic Title Company,"1,637",,FS,"4,515.00",2.76,29.83,,03-01-18,04-30-21,,,Holdover,
,,,,,,,,,,,,,,Right 1st Refusl,
,,,,,,,,,,,,05-01-21,"6,773",,
115,020EDW002-01,Edward Jones & Co.,"1,239",,FS,"3,469.20",2.80,91.02,,,,,,Renew/Extension,
,,,,,,,,,,07-01-08,09-30-23,,,Holdover,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,10-01-21,"3,531",,
,,,,,,,,,,,,10-01-22,"3,593",,
,,,,,,,,,,,,10-01-23,"4,491",,
,,,,,,,,,,,,12-01-23,"5,390",,
120,020KAZ002-01,Kazhe Law Group PC,"1,537",,FS,"4,017.00",2.61,,,09-01-19,11-30-24,,,Holdover,
,,,,,,,,,,,,,,Renew/Extension,
,,,,,,,,,,,,,,Termination,
,,,,,,,,,,,,12-01-21,"4,117",,
,,,,,,,,,,,,12-01-22,"4,220",,
,,,,,,,,,,,,12-01-23,"4,326",,
,,,,,,,,,,,,12-01-24,"6,489",,
125,020TMP001-01,"TM Process & Controls, Inc.","2,247",,FS,"5,870.00",2.61,,,,,,,Holdover,
,,,,,,,,,,12-01-15,09-30-23,,,,
,,,,,,,,,,,,10-01-21,"6,040",,
,,,,,,,,,,,,10-01-22,"6,225",,
,,,,,,,,,,,,10-01-23,"9,338",,
130,020TMP001-01,"TM Process & Controls, Inc.",,,FS,,,,,07-01-17,09-30-23,,,,
135,020CEN012-01,"Central Valley Ag Grinding,Inc","1,815","1,815",FS,"4,846.00",2.67,,,02-01-17,01-31-23,,,Holdover,
,,,,,,,,,,,,02-01-22,"5,028",,
,,,,,,,,,,,,02-01-23,"7,542",,
140,020TMS002-01,"TMS Health Partners, LLC","2,063",,FS,"5,797.00",2.81,,,09-01-20,12-31-25,,,Renew/Extension,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,01-01-22,"5,942",,
,,,,,,,,,,,,01-01-23,"6,091",,
,,,,,,,,,,,,01-01-24,"6,243",,
,,,,,,,,,,,,01-01-25,"6,399",,
,,,,,,,,,,,,01-01-26,"9,599",,
145,020FRA004-03,"Romeo Francisco, CPA","1,172",,FS,"3,103.00",2.65,105.52,,12-01-13,03-31-23,,,,
,,,,,,,,,,,,04-01-21,"3,200",,
,,,,,,,,,,,,04-01-22,"3,293",,
,,,,,,,,,,,,04-01-23,"4,940",,
150,020ORA001-02,Orange Coast Title Co of N CA,"2,069",,FS,"5,442.00",2.63,30.67,,08-15-13,03-31-22,,,Renew/Extension,
,,,,,,,,,,,,04-01-21,"5,607",,
,,,,,,,,,,,,04-01-22,"7,009",,

"JACKSON PROPERTIES, INC.",,,,,Summarized Commercial Rent Roll,,,,,,,,,,Page 7
,,,,,Property Management Version,,,,,,,,,System Date: 02-11-2021,
,,,,,,,,,,,,,,System Time:,9:55 am
,,,,,,Date:,02-01-2021,,,,,,,,
,,,,,,Property: 020-07 9245 Laguna Springs Drive,,,,,,,,,
,,,,,,,"Elk Grove, CA 95758",,,,,,,,
,,,,Office,Lease,Monthly,Rent,NNN/,Other,Lease,Lease,-----Next Increase----,,Option,HVAC
Unit,Lease ID,Tenant,Sq. Ft,Sq. Ft.,Type,Rent,Sq/ft,OPEX,Charges,Starts,Expires,Date,Amount,Type,Charges
9245 Laguna Springs Drive,,,,,,,,,,,,,,,
160,020NOR018-01,North American Title Company,"4,082",,FS,"13,267.00",3.25,,,07-20-20,10-31-25,,,Renew/Extension,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,11-01-21,"13,664",,
,,,,,,,,,,,,11-01-22,"14,074",,
,,,,,,,,,,,,11-01-23,"14,497",,
,,,,,,,,,,,,11-01-24,"14,932",,
,,,,,,,,,,,,11-01-25,"22,398",,
175,VACANT,Since 4-30-2020,"1,128",,,,,,,,,,,Holdover,
200,020HQG001-01,"RGN-Elk Grove I, LLC","20,589",,FS,"52,347.79",2.54,375.74,,04-01-08,04-30-24,,,Renew/Extension,
,,,,,,,,,,,,,,Expansion,
,,,,,,,,,,,,,,Exclusive Use,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,05-01-21,"53,656",,
,,,,,,,,,,,,05-01-22,"54,998",,
,,,,,,,,,,,,05-01-23,"56,373",,
,,,,,,,,,,,,05-01-24,"70,466",,
,,,,,,,,,,,,06-01-24,"84,559",,
205,020VIS002-01,"Visit Elk Grove, Inc.","1,179",,FS,"3,239.00",2.75,,,,,,,Termination,
,,,,,,,,,,05-01-19,04-30-22,,,,
,,,,,,,,,,,,05-01-21,"3,298",,
,,,,,,,,,,,,05-01-22,"4,947",,
210,020GSA001-01,GSA - Probation,"3,223",,FS,"16,785.04",5.21,,,,,,,Termination,
,,,,,,,,,,,,,,Termination,
,,,,,,,,,,12-01-10,01-09-24,,,,
,,,,,,,,,,,,01-01-22,"8,393",,
,,,,,,,,,,,,01-01-23,"8,393",,
315,VACANT,Since 7-30-2020,"1,941",,,,,,,,,,,Holdover,
318,020MIC003-01,Michel's Pipeline Construction,,,fs,,,,,10-15-19,10-31-23,,,,
320,020MIC003-01,Michel's Pipeline Construction,"4,341",,fs,"11,634.00",2.68,78.86,,,,,,Renew/Extension,
,,,,,,,,,,01-01-18,10-31-23,,,Termination,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,11-01-21,"11,981",,
,,,,,,,,,,,,11-01-22,"12,328",,
,,,,,,,,,,,,11-01-23,"18,492",,
325,020PDM001-01,"PDM Steel Service Centers, Inc",,,FS,,,,,12-16-16,07-31-24,,,,
330,020PDM001-01,"PDM Steel Service Centers, Inc",,,FS,,,,,12-16-16,07-31-24,,,,
350,020PDM001-01,"PDM Steel Service Centers, Inc","9,541",,FS,"22,421.35",2.35,,,12-16-16,07-31-24,,,Renew/Extension,
,,,,,,,,,,,,,,Termination,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,06-01-21,"22,898",,
,,,,,,,,,,,,06-01-22,"23,375",,
,,,,,,,,,,,,08-01-23,"23,853",,
,,,,,,,,,,,,08-01-24,"35,779",,

"JACKSON PROPERTIES, INC.",,,,,Summarized Commercial Rent Roll,,,,,,,,,,Page 8
,,,,,Property Management Version,,,,,,,,,System Date: 02-11-2021,
,,,,,,,,,,,,,,System Time:,9:55 am
,,,,,,Date:,02-01-2021,,,,,,,,
,,,,,,Property: 020-07 9245 Laguna Springs Drive,,,,,,,,,
,,,,,,,"Elk Grove, CA 95758",,,,,,,,
,,,,Office,Lease,Monthly,Rent,NNN/,Other,Lease,Lease,-----Next Increase----,,Option,HVAC
Unit,Lease ID,Tenant,Sq. Ft,Sq. Ft.,Type,Rent,Sq/ft,OPEX,Charges,Starts,Expires,Date,Amount,Type,Charges
9245 Laguna Springs Drive,,,,,,,,,,,,,,,
370,VACANT,Since 10-31-2020,"7,143",,,,,,,,,,,Renew/Extension,
,,,,,,,,,,,,,,Right 1st Refusl,
,,,,,,,,,,,,,,Exclusive Use,
,,,,,,,,,,,,,,Holdover,
380,020TAR003-01,"Tarrar Enterprises, Inc.","2,100",,FS,"5,670.00",2.70,,,,,,,Renew/Extension,
,,,,,,,,,,11-01-20,12-31-23,,,Renew/Extension,
,,,,,,,,,,,,01-01-22,"5,775",,
,,,,,,,,,,,,01-01-23,"5,880",,
,,,,,,,,,,,,01-01-24,"7,350",,
,,,,,,,,,,,,03-01-24,"8,820",,
Property 020-07-02 Summary Totals:,,,"72,314","1,815",,"170,756.38",,760.16,.00,,,,,,.00
9257 Laguna Springs Drive,,,,,,,,,,,,,,,
100,020FID003-02,Fidelity National Title Co.,"2,600",,NNN,"6,963.00","2.68 2,117.69",,225.00,02-01-14,03-31-24,,,Holdover,40.00
,,,,,,,,,,,,,,Termination,
,,,,,,,,,,,,04-01-21,"7,172",,
,,,,,,,,,,,,04-01-22,"7,387",,
,,,,,,,,,,,,04-01-23,"7,608",,
,,,,,,,,,,,,04-01-24,"11,412",,
110,020SOU008-01,"GSD Foods, Inc","1,209",,NNN,"3,385.00","2.80 1,336.67",,,09-01-16,03-31-27,,,Renew/Extension,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,04-01-21,"3,470",,
,,,,,,,,,,,,04-01-22,"3,556",,
,,,,,,,,,,,,04-01-23,"3,645",,
,,,,,,,,,,,,04-01-24,"3,737",,
,,,,,,,,,,,,04-01-25,"3,830",,
,,,,,,,,,,,,04-01-26,"3,926",,
,,,,,,,,,,,,04-01-27,"5,889",,
120,020NGU005-01,Trang & Linh Nguyen,"1,204",,NNN,"3,193.00",2.65,980.66,,07-01-13,11-30-25,,,Holdover,20.00
,,,,,,,,,,,,12-01-21,"3,289",,
,,,,,,,,,,,,12-01-22,"3,388",,
,,,,,,,,,,,,12-01-23,"3,489",,
,,,,,,,,,,,,12-01-24,"3,594",,
,,,,,,,,,,,,12-01-25,"5,391",,
130,020TRU009-01,True Rest Float Spa,"3,315",,NNN,"8,395.00","2.53 2,700.07",,,02-15-16,08-31-21,,,Renew/Extension,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,09-01-21,"12,593",,

"JACKSON PROPERTIES, INC.",,,,,Summarized Commercial Rent Roll,,,,,,,,,,Page 9
,,,,,Property Management Version,,,,,,,,,System Date: 02-11-2021,
,,,,,,,,,,,,,,System Time:,9:55 am
,,,,,,Date:,02-01-2021,,,,,,,,
,,,,,,Property: 020-07 9257 Laguna Springs Drive,,,,,,,,,
,,,,,,,"Elk Grove, Ca 95758",,,,,,,,
,,,,Office,Lease,Monthly,Rent,NNN/,Other,Lease,Lease,-----Next Increase----,,Option,HVAC
Unit,Lease ID,Tenant,Sq. Ft,Sq. Ft.,Type,Rent,Sq/ft,OPEX,Charges,Starts,Expires,Date,Amount,Type,Charges
9257 Laguna Springs Drive,,,,,,,,,,,,,,,
160,020CAL029-01,Calif. Community Credit Union,"1,295",,NNN,"3,650.00","2.82 1,054.78",,250.00,11-19-19,11-30-29,,,Renew/Extension,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,12-01-21,"3,742",,
,,,,,,,,,,,,12-01-22,"3,835",,
,,,,,,,,,,,,12-01-23,"3,931",,
,,,,,,,,,,,,12-01-24,"4,029",,
,,,,,,,,,,,,12-01-25,"4,130",,
,,,,,,,,,,,,12-01-26,"4,233",,
,,,,,,,,,,,,12-01-27,"4,339",,
,,,,,,,,,,,,12-01-28,"4,448",,
,,,,,,,,,,,,12-01-29,"6,672",,
180,020FIV001-01,Five Guys Burgers and Fries,"2,702",,NNN,"7,572.36","2.80 3,622.30",,,06-25-10,11-30-22,,,Holdover,
,,,,,,,,,,,,12-01-22,"11,359",,
Property 020-07-03 Summary Totals:,,,"12,325",0,,"33,158.36","11,812.18",,475.00,,,,,,60.00
9261 Laguna Springs Drive,,,,,,,,,,,,,,,
100,020RED005-01,"Vijaya L. Reddy, MD, Inc.","2,604","2,604",NNN,"8,246.87","3.17 2,120.96",,,01-01-11,07-31-21,,,Renew/Extension,45.00
,,,,,,,,,,,,07-01-21,"12,370",,
120,020HAM002-01,"Hammock Holdings, Inc.","1,782",,NNN,"4,772.00","2.68 1,451.44",,200.00,08-01-14,10-31-24,,,Holdover,25.00
,,,,,,,,,,,,,,Renew/Extension,
,,,,,,,,,,,,11-01-21,"4,915",,
,,,,,,,,,,,,11-01-22,"5,063",,
,,,,,,,,,,,,11-01-23,"5,215",,
,,,,,,,,,,,,11-01-24,"7,823",,
130,020CHU007-01,Lap Bo Chu dba Pho Ivy,"1,996",,NNN,"5,489.00","2.75 2,206.78",,,11-01-20,12-31-25,,,Termination,
,,,,,,,,,,,,01-01-22,"5,654",,
,,,,,,,,,,,,01-01-23,"5,823",,
,,,,,,,,,,,,01-01-24,"5,998",,
,,,,,,,,,,,,01-01-25,"6,178",,
,,,,,,,,,,,,01-01-26,"9,267",,
140,020LEM002-01,Madilyn Le dba Precision Brow,"1,206",,NNN,"3,317.00",2.75,982.29,,01-01-21,01-31-24,,,Holdover,20.00
,,,,,,,,,,,,,,Renew/Extension,
,,,,,,,,,,,,,,Holdover,
,,,,,,,,,,,,02-01-22,"3,416",,
,,,,,,,,,,,,02-01-23,"3,519",,
,,,,,,,,,,,,02-01-24,"5,279",,
